site,sid,leaktype,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
S-4677025028,S-0359369084269220,in,6,62,11,8,9,22,18,9,8,7,7,5,5,3,5,4,4,4,5,3,4,3,4,5,4,480
S-4372025021,S-0359369085132393,in,4,46,8,8,6,8,6,6,7,6,7,6,11,14,6,5,6,6,12,9,7,7,6,8,7,390
S-4677025033,S-0359369081375285,in,19,61,33,30,31,32,38,32,32,27,26,28,22,47,23,26,26,35,49,266,124,69,56,46,27,4490
S-4721011100,S-0359369084144076,in,4,38,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,6,5,6,5,5,330
S-4677025028,S-0359369084269220,in,5,70,10,9,7,26,39,15,12,9,5,5,7,5,3,3,3,2,2,3,3,3,3,3,3,540
S-4784025026,S-0359369085183768,in,0,96,3,10,16,0,3,6,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,340
S-4793025022,S-0359369084006036,in,3,38,8,5,5,5,5,5,5,10,8,8,5,13,5,5,5,3,3,5,8,8,8,5,5,260
S-4677025028,S-0359369083965083,in,2,44,2,2,5,2,5,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,2,2,2,350
S-5011010101,S-0359369083973384,in,11,199,8,16,32,19,5,8,8,5,3,3,5,8,3,3,3,3,3,3,3,3,3,3,3,340
S-4682025024,S-0359369085862866,in,0,113,16,3,3,6,3,0,3,3,0,0,0,0,3,0,3,3,3,3,0,3,3,3,3,280
S-4677025028,S-0359369084278478,in,5,262,32,37,35,5,8,8,8,5,5,5,5,3,2,3,3,3,3,3,3,3,3,3,3,330
S-4677025033,S-0359369083956660,in,5,15,6,6,7,6,6,7,7,5,6,6,5,6,6,6,5,7,7,6,7,7,7,7,6,360
S-4677025033,S-0359369084273222,in,12,75,5,9,8,6,4,5,5,4,4,4,4,5,4,5,4,5,5,4,4,4,5,4,4,370
S-4677025028,S-0359369084277041,in,12,32,30,18,24,18,18,11,9,8,7,7,5,4,4,3,3,3,3,3,3,3,4,3,4,500
S-4677025028,S-0359369084275953,in,5,11,7,6,7,7,9,7,7,6,6,6,6,6,6,6,5,6,7,7,6,6,6,6,6,510
S-4677025028,S-0359369084284591,in,12,163,24,19,17,16,15,17,20,17,31,26,17,73,17,20,15,16,13,30,46,46,36,16,24,270
S-4885025022,S-0359369085180830,in,0,183,5,8,66,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,320
S-4372025021,S-0359369085218259,in,3,19,6,3,3,6,6,9,13,6,6,9,13,3,3,3,3,3,0,3,3,3,3,3,3,230
S-4677025033,S-0359369083951547,in,6,39,6,6,8,12,17,9,9,9,9,8,5,5,5,4,6,6,15,5,5,8,8,8,6,380
S-4372025021,S-0359369085154678,in,19,30,56,59,50,39,22,26,29,33,23,25,28,26,27,32,33,35,41,28,29,90,123,71,34,260
S-4673025027,S-0359369085118848,in,0,31,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,240
S-4793025022,S-0359369085860316,in,0,31,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,250
S-4784025026,S-0359369085082861,in,4,132,9,7,6,6,6,6,6,4,6,6,4,4,6,6,6,6,6,6,13,15,15,9,4,300
S-4886025023,S-0359369085126866,in,3,181,7,9,14,3,4,4,4,4,4,5,4,12,5,4,4,4,5,7,4,5,5,5,4,330
S-4573025028,S-0359369085146799,in,11,87,26,15,15,30,11,8,8,15,11,11,15,11,23,11,11,11,19,11,11,23,15,19,11,280
S-4677025028,S-0359369084269238,in,3,34,6,5,6,6,6,6,5,6,6,6,6,5,6,5,6,6,6,6,5,6,6,5,6,350
S-4793025022,S-0359369085679815,in,4,12,5,5,5,5,5,6,5,5,6,6,6,5,5,7,5,6,5,5,5,7,6,5,4,250
S-4573025028,S-0359369085097687,in,4,12,5,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,4,5,6,5,240
S-4728010101,S-0359369085458871,in,14,115,46,23,14,35,12,14,12,17,14,12,14,14,17,9,14,9,9,12,9,32,35,12,12,280
S-4677025028,S-0359369083963708,in,7,51,13,16,16,11,11,11,11,16,9,9,7,13,7,4,9,7,11,11,9,7,9,9,11,370
S-4372025021,S-0359369085164057,in,19,98,25,17,20,13,12,10,10,10,10,12,15,10,7,5,5,3,5,5,5,7,7,8,8,250
S-4677025028,S-0359369084281696,in,3,28,6,10,8,6,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,3,4,4,390
S-4677025033,S-0359369083951547,in,7,40,8,7,6,8,6,9,8,9,8,9,6,7,7,4,7,7,37,8,6,6,7,7,8,380
S-4677025028,S-0359369083965083,in,0,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,350
S-4793025022,S-0359369085864300,in,5,13,5,6,6,6,6,5,6,5,5,5,6,5,6,6,5,6,6,6,5,6,6,6,6,250
S-4885025022,S-0359369085180830,in,2,125,4,6,10,4,4,6,4,4,4,4,4,4,2,2,4,4,4,2,4,4,2,4,4,330
S-4677025028,S-0359369084258660,in,6,20,21,26,47,9,8,9,9,8,9,8,8,9,5,5,6,6,6,8,7,7,6,5,7,420
S-4784025026,S-0359369085083265,in,2,33,2,2,2,4,2,2,4,2,2,4,2,2,4,2,2,2,4,2,2,4,4,2,2,410
S-4772025022,S-0359369084110747,in,3,22,5,5,5,4,5,5,5,5,4,5,5,4,5,4,5,6,6,5,5,4,5,6,5,400
S-2711010100,S-0359369084032438,in,2,25,2,2,2,2,2,5,2,2,5,2,2,2,2,2,2,2,2,2,2,2,5,2,2,250
S-4784025026,S-0359369085196836,in,8,37,12,21,19,12,12,12,10,12,12,12,12,10,12,8,10,19,8,8,10,10,10,12,10,410
S-4279025022,S-0359369085802649,in,15,73,22,30,22,27,25,23,21,23,27,26,32,63,20,21,17,18,40,78,62,53,44,38,34,280
S-4728010101,S-0359369085248801,in,3,247,178,22,6,16,3,3,3,0,3,3,3,6,3,6,0,3,0,3,6,6,6,3,3,290
S-4677025028,S-0359369084258660,in,6,25,24,35,59,10,12,36,41,16,15,14,10,8,6,7,6,6,6,6,6,6,6,7,7,430
S-4372025021,S-0359369085132252,in,4,21,7,7,6,7,7,10,11,12,6,7,15,12,8,7,6,7,5,8,11,27,40,20,5,2540
S-5011010101,S-0359369083974069,in,4,190,4,8,15,2,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,320
S-4677025028,S-0359369084288196,in,13,33,20,21,18,44,49,28,29,21,22,21,13,17,13,11,14,32,44,20,23,37,43,37,16,370
S-4677025033,S-0359369083948964,in,3,16,10,16,13,7,10,10,10,10,7,10,7,7,10,10,7,13,10,7,7,7,10,10,7,410
S-4772025022,S-0359369084107081,in,3,281,6,4,6,6,4,4,6,4,4,4,4,6,6,4,4,6,6,6,6,6,6,6,4,310
S-4793025022,S-0359369085174452,in,0,73,10,8,8,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,270
S-4573025028,S-0359369085125405,in,11,29,11,8,11,8,11,11,11,8,13,13,16,11,8,11,11,8,16,13,16,35,45,29,13,250
S-4380032023,S-0359369083292702,in,53,17,3,3,3,3,13,3,17,3,3,30,10,7,3,3,3,0,3,3,3,3,3,3,3,60
S-4372025021,S-0359369085136931,in,4,22,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,260
S-4885025022,S-0359369085218937,in,33,84,22,20,22,20,20,24,26,29,39,42,33,29,28,26,22,18,24,44,81,66,70,37,31,270
S-4180025322,S-0359369083973772,in,9,63,7,8,10,7,8,10,10,5,5,5,5,18,8,5,8,7,25,134,81,11,9,19,12,4460
S-4677025028,S-0359369084276845,in,2,118,7,10,9,5,5,5,3,3,5,5,5,3,3,3,3,5,7,5,5,5,9,7,7,350
S-4677025033,S-0359369083957320,in,15,27,6,3,3,6,42,6,6,3,3,3,6,3,0,0,3,0,3,3,0,3,3,3,3,390
S-4372025021,S-0359369085136931,in,4,23,4,5,4,5,5,4,5,5,5,4,4,4,4,5,4,4,4,5,4,5,5,5,5,250
S-4682025024,S-0359369085872386,in,11,47,12,15,15,14,14,17,18,17,14,14,30,52,23,22,19,15,15,25,32,115,158,43,14,2520
S-4677025029,S-0359369081323640,in,3,45,4,4,4,13,6,4,6,6,9,9,6,10,6,3,4,6,10,7,6,6,7,6,6,480
S-4372025021,S-0359369085121446,in,3,23,3,0,0,3,6,0,0,3,0,3,3,0,3,3,0,3,3,0,0,0,0,3,0,260
S-4687025030,S-0359369085175616,in,16,18,21,17,19,24,23,25,20,27,24,24,25,32,35,45,79,241,85,55,54,40,53,45,30,3960
S-4677025033,S-0359369083948964,in,11,24,13,19,13,11,11,11,11,11,11,11,13,11,11,11,11,13,13,11,11,11,13,16,11,410
S-4721011100,S-0359369084144100,in,4,12,3,4,4,4,3,4,4,6,3,4,4,4,6,4,4,4,16,4,6,4,4,6,4,390
S-4677025028,S-0359369083965851,in,4,45,5,5,6,5,5,5,5,5,6,5,5,5,6,5,5,5,5,6,5,5,5,5,6,340
S-4372025021,S-0359369085132252,in,4,29,6,6,8,6,6,6,6,8,6,6,11,9,6,5,5,5,5,5,5,15,28,13,5,270
S-4885025022,S-0359369085145197,in,6,145,15,17,23,10,15,13,15,21,13,11,15,36,10,8,11,13,21,15,13,11,15,11,21,350
S-4677025029,S-0359369083949186,in,5,32,8,8,8,8,9,12,10,9,8,8,7,10,8,8,7,10,14,8,8,14,10,9,19,430
S-4521010100,S-0359369084103064,in,7,19,16,18,19,16,14,13,11,11,12,13,13,14,13,16,9,12,18,14,18,13,16,19,12,390
S-4677025033,S-0359369083957320,in,15,23,9,3,3,6,41,6,6,3,3,3,9,3,3,0,3,3,3,3,3,3,3,3,3,390
S-4677025028,S-0359369084279195,in,17,17,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,0,3,0,3,3,3,3,3,120
S-4413110100,S-0359369084106190,in,4,49,11,11,9,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,2,4,4,340
S-4784025026,S-0359369085137715,in,2,32,6,4,2,2,2,2,4,4,2,2,2,2,4,2,2,4,4,4,4,4,4,2,2,260
S-4793025022,S-0359369084006085,in,0,54,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
S-4793025022,S-0359369084007935,in,3,12,3,3,3,3,5,3,3,3,3,3,3,3,5,3,5,5,3,5,3,3,3,3,5,240
S-4885025022,S-0359369085189013,in,2,49,4,8,6,4,6,4,4,6,6,6,4,17,4,4,4,4,8,6,6,4,6,4,6,340
S-4728010101,S-0359369085246680,in,3,94,28,19,13,16,3,3,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,280
S-4521010100,S-0359369084095385,in,11,41,13,16,18,11,14,17,19,28,13,12,14,35,14,15,15,16,15,20,28,27,22,25,14,340
S-4580025036,S-0359369083970299,in,2,22,7,4,7,38,11,9,7,4,16,16,11,4,9,9,4,4,9,7,4,4,4,4,9,460
S-4793025022,S-0359369085162341,in,8,73,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4521010100,S-0359369084104039,in,2,30,3,3,3,6,5,3,5,3,5,3,3,5,3,3,5,3,3,3,5,5,5,3,3,400
S-4677025028,S-0359369084263090,in,6,31,6,9,12,6,6,6,6,12,6,9,6,9,6,3,6,6,15,6,6,6,6,6,19,390
S-4677025033,S-0359369084271218,in,4,46,7,5,7,26,9,7,5,5,9,12,7,4,5,4,4,4,4,5,5,5,4,4,4,410
S-4372025021,S-0359369085164057,in,13,72,24,19,24,13,11,13,13,13,13,13,16,16,11,11,13,8,11,16,13,11,13,11,13,260
S-4677025033,S-0359369081374643,in,3,200,5,7,8,4,5,4,4,4,5,5,4,4,4,5,7,5,5,5,5,4,4,5,5,320
S-4784025026,S-0359369085186035,in,12,139,34,25,22,14,12,9,11,8,8,8,8,12,12,8,8,9,8,65,31,12,9,14,11,4550
S-4677025028,S-0359369084276845,in,4,34,5,5,8,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,350
S-4677025033,S-0359369083954921,in,3,18,6,5,5,6,5,6,8,6,7,5,6,6,6,7,6,5,7,6,6,6,6,7,6,390
S-4372025021,S-0359369085172993,in,3,61,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,270
S-4784025026,S-0359369085196869,in,3,39,8,13,16,10,8,5,5,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,5,370
S-4677025033,S-0359369083951547,in,12,53,18,18,18,18,18,17,17,14,23,21,14,20,18,15,20,26,29,18,20,26,27,18,15,420
S-4372025021,S-0359369085176630,in,3,90,5,6,6,5,5,5,5,5,5,6,5,5,9,5,5,5,5,5,5,5,6,5,5,330
S-4684025022,S-0359369085085690,in,7,61,12,9,12,5,5,5,5,5,9,7,7,7,2,2,5,2,5,5,7,7,7,5,7,260
S-4885025022,S-0359369085151112,in,18,34,16,16,18,18,18,21,21,18,18,18,21,13,26,23,18,29,29,13,16,23,29,29,21,420
S-4677025033,S-0359369083951851,in,5,84,4,5,5,4,4,4,4,5,4,5,4,4,4,4,5,5,4,5,4,5,4,5,4,340
S-4885025022,S-0359369085145197,in,8,158,15,20,30,12,10,15,18,18,13,13,13,35,12,12,8,13,26,16,13,13,13,13,21,340
S-4677025028,S-0359369084283874,in,4,96,9,11,13,15,7,6,6,11,9,9,6,4,6,4,4,6,2,4,4,6,4,6,6,400
S-4573025028,S-0359369085165971,in,3,39,4,4,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,6,270
S-4521010100,S-0359369084102777,in,6,27,6,5,6,5,6,5,5,5,5,5,5,6,5,5,5,5,6,5,6,5,5,5,8,480
S-4677025029,S-0359369081312577,in,3,10,5,3,3,10,5,3,5,3,5,6,3,3,5,3,3,5,3,5,3,5,3,5,3,430
S-4521010100,S-0359369084100888,in,3,73,5,6,19,6,6,5,5,5,4,4,5,4,4,4,5,5,6,6,4,4,5,5,5,360
S-4677025033,S-0359369083954624,in,5,70,5,5,7,2,2,7,7,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,340
S-4793025022,S-0359369085714067,in,7,106,24,21,14,14,9,9,9,12,5,7,12,5,5,5,2,5,5,7,7,5,5,5,7,250
S-4677025028,S-0359369083963450,in,5,103,10,13,15,10,5,8,5,8,5,5,5,5,3,5,5,3,5,5,5,3,5,5,3,350
S-4729010102,S-0359369084089016,in,13,61,6,10,13,10,6,10,10,13,10,10,10,10,6,6,13,10,10,13,6,6,6,13,10,360
S-4793025022,S-0359369084007000,in,6,93,9,10,8,8,7,6,6,6,6,6,6,10,6,6,5,5,6,6,6,6,7,6,6,280
S-4677025028,S-0359369084281696,in,4,37,7,10,10,5,4,3,4,4,4,5,4,4,5,4,4,4,4,5,4,5,4,4,4,420
S-4372025021,S-0359369085177059,in,4,33,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,6,6,5,5,6,5,260
S-4677025033,S-0359369083956421,in,11,42,17,18,16,25,14,17,15,15,22,20,18,17,17,17,23,35,26,28,19,28,28,20,23,400
S-4784025026,S-0359369085137715,in,4,39,6,4,4,2,4,4,4,4,4,4,4,2,4,2,4,4,4,2,4,4,2,4,4,250
S-4784025026,S-0359369085086284,in,3,11,6,5,5,5,6,6,5,5,5,5,5,5,6,6,5,5,5,5,6,5,6,6,5,240
S-2711010100,S-0359369084046941,in,3,37,9,7,10,6,6,6,5,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,280
S-4677025033,S-0359369084271622,in,10,129,12,13,23,10,10,13,15,13,15,13,12,65,10,10,13,10,12,35,44,25,23,19,13,340
S-4677025028,S-0359369084275995,in,23,36,16,16,15,13,13,16,18,20,16,14,14,19,26,28,17,14,169,44,36,26,26,19,24,4340
S-4677025028,S-0359369083943437,in,2,120,9,16,28,2,5,14,12,14,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,350
S-4682025024,S-0359369085722995,in,3,55,3,3,6,3,3,3,3,3,0,0,3,3,3,0,0,0,3,3,3,0,3,0,3,270
S-4372025021,S-0359369085139026,in,6,48,15,17,10,10,15,8,8,10,12,10,8,19,8,8,4,6,8,8,8,10,15,12,8,260
S-2911010106,S-0359369084051016,in,3,86,4,4,6,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,420
S-4793025022,S-0359369084007935,in,2,11,4,4,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,5,5,4,4,4,240
S-4677025028,S-0359369084283734,in,4,51,5,5,5,5,4,4,4,4,4,4,4,5,5,4,4,5,4,5,4,5,5,5,4,280
S-4682025024,S-0359369085729164,in,18,54,18,22,20,24,22,24,28,26,20,24,26,22,20,22,18,16,24,40,38,58,52,24,26,270
S-4784025026,S-0359369085084875,in,4,44,11,6,6,17,8,6,8,4,13,13,4,4,4,2,2,6,4,4,6,4,4,4,4,450
S-4677025028,S-0359369083965042,in,5,23,2,2,2,5,2,5,2,5,5,2,5,5,5,2,5,5,5,2,5,2,2,5,5,370
S-4885025022,S-0359369085133961,in,5,82,10,13,14,13,9,9,8,10,13,11,8,13,6,8,8,10,9,6,6,9,10,13,11,390
S-4677025028,S-0359369084278916,in,4,70,10,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,10,8,6,7,6,6,6,360
S-4885025022,S-0359369085192769,in,3,72,3,5,6,5,3,3,3,6,3,5,3,5,3,2,3,3,3,3,3,3,3,2,3,380
S-4677025028,S-0359369084277991,in,4,46,5,7,5,7,5,5,5,7,5,5,7,11,5,5,7,5,10,16,10,7,8,5,8,350
S-4372025021,S-0359369085176630,in,3,168,37,61,43,9,25,12,12,6,9,6,3,3,3,0,0,3,0,3,3,3,3,3,3,330
S-4885025022,S-0359369085195622,in,15,70,22,20,20,20,15,18,15,17,13,15,13,13,11,11,11,13,11,11,9,13,13,15,13,400
S-4677025033,S-0359369083956769,in,4,73,4,6,6,6,5,5,5,5,5,5,6,5,6,5,6,5,6,5,6,5,6,6,6,320
S-4684025022,S-0359369085859631,in,4,21,7,7,5,5,5,5,5,4,8,7,5,5,4,5,5,5,5,5,8,7,7,5,4,260
S-4677025033,S-0359369083953808,in,17,91,26,21,21,22,24,27,27,24,22,31,29,38,40,22,21,29,33,76,84,125,101,50,21,290
S-4784025026,S-0359369085183768,in,0,102,7,13,13,0,3,7,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,340
S-2911010106,S-0359369084033170,in,2,75,6,8,16,4,4,4,4,4,2,4,4,2,4,4,2,2,2,4,2,4,4,2,2,390
S-4885025022,S-0359369085188965,in,11,95,21,19,23,14,15,13,14,16,11,10,9,15,8,8,15,18,9,9,8,10,10,11,9,400
S-4784025026,S-0359369085177117,in,0,211,3,13,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,330
S-4886025023,S-0359369085096408,in,3,35,5,3,5,5,6,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,270
S-4673025027,S-0359369085165211,in,3,119,10,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,260
S-4721011100,S-0359369084144779,in,4,46,5,5,4,6,6,6,4,4,4,4,6,5,6,6,6,5,5,4,6,5,5,5,5,420
S-4885025022,S-0359369085101257,in,6,45,9,9,9,9,9,6,6,15,9,9,12,9,12,6,6,6,12,18,42,83,65,36,12,260
S-4677025028,S-0359369084284948,in,6,78,12,17,12,6,4,4,4,4,6,4,3,4,4,4,3,4,4,4,4,3,3,4,4,360
S-4677025028,S-0359369084263413,in,5,71,10,12,17,10,10,7,10,24,7,10,5,7,5,5,2,2,5,5,2,5,5,5,7,360
S-4793025022,S-0359369085679815,in,4,13,4,4,4,3,5,5,4,5,5,5,4,5,4,4,5,5,4,5,5,5,5,5,5,250
S-4691025031,S-0359369085161467,in,4,8,12,12,11,7,6,5,5,6,6,5,6,7,6,6,7,10,8,10,10,50,76,55,6,250
S-4784025026,S-0359369085176895,in,15,60,13,13,15,13,20,13,10,113,13,15,25,13,15,13,13,15,13,20,15,20,20,13,13,260
S-4372025021,S-0359369085172993,in,3,103,17,10,7,10,3,3,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4677025033,S-0359369083955787,in,3,421,8,18,7,7,7,5,5,3,5,5,3,5,5,5,5,3,5,3,5,5,5,3,5,310
S-4677025033,S-0359369083951596,in,11,16,15,12,17,18,18,18,22,22,17,18,22,17,21,11,22,26,62,44,43,31,24,23,31,430
S-4673025027,S-0359369085159552,in,3,23,3,3,3,3,3,6,3,3,3,3,13,3,3,3,3,3,3,3,3,3,3,3,3,230
S-4885025022,S-0359369085195622,in,17,68,24,22,22,18,17,15,13,13,13,13,9,11,9,9,9,9,9,7,9,11,11,11,11,410
S-4677025028,S-0359369083976106,in,4,153,22,11,9,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,280
S-4372025021,S-0359369085177059,in,4,35,5,6,5,5,5,6,5,6,5,5,7,6,5,5,5,6,6,5,5,7,6,6,6,260
S-4677025033,S-0359369081374643,in,4,124,6,7,6,6,7,6,6,6,6,6,5,6,6,5,6,6,6,7,5,7,7,7,6,330
S-4677025028,S-0359369084263199,in,4,15,6,6,5,6,6,6,7,6,4,6,5,5,6,5,7,6,6,6,6,6,6,6,6,410
S-4673025027,S-0359369085866370,in,4,23,4,5,6,6,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,6,5,5,240
S-5011010101,S-0359369084273941,in,5,157,62,19,32,5,8,5,3,3,5,5,3,5,3,3,3,3,0,3,3,5,5,3,3,290
S-4784025026,S-0359369085088678,in,0,27,0,0,0,4,0,4,8,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,240
S-4372025021,S-0359369085177059,in,4,34,5,5,5,5,4,4,4,5,4,5,7,7,4,5,5,5,7,5,5,7,7,5,7,260
S-4677025028,S-0359369084275995,in,22,35,13,16,21,23,16,25,23,26,18,18,13,23,16,17,17,21,99,46,30,25,22,21,40,4370
S-4677025033,S-0359369083950572,in,2,44,4,4,4,4,2,2,4,4,2,2,2,2,2,2,2,4,2,4,2,2,4,2,4,420
S-4677025028,S-0359369084289343,in,5,6,5,5,5,6,6,5,7,5,5,6,6,5,5,6,6,6,6,5,6,6,5,5,6,430
S-4677025033,S-0359369083952305,in,5,21,7,7,7,69,18,11,11,5,7,7,16,5,11,7,5,7,7,7,9,9,9,9,14,500
S-4772025022,S-0359369084118104,in,5,40,5,7,9,9,7,7,9,16,11,9,7,9,5,7,9,9,16,14,9,11,13,9,11,370
S-4673025027,S-0359369085707889,in,2,92,7,7,5,5,5,5,2,2,5,5,2,10,2,5,2,2,2,5,5,5,5,2,5,270
S-4677025028,S-0359369084288196,in,18,33,21,32,26,28,25,34,28,29,24,24,19,22,16,14,27,24,125,31,29,24,21,36,35,380
S-4677025028,S-0359369084283734,in,5,22,8,5,6,5,6,6,6,8,5,6,5,6,6,5,5,5,6,5,6,8,6,6,6,260
S-4372025021,S-0359369085134829,in,3,28,10,7,5,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,3,240
S-4372025021,S-0359369085172993,in,3,71,6,6,6,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,270
S-4673025027,S-0359369085152458,in,0,26,3,3,3,0,3,10,10,0,3,3,3,0,0,0,0,0,0,0,3,0,0,3,3,240
S-4885025022,S-0359369085113740,in,16,202,28,35,46,21,26,30,26,23,31,26,23,21,21,26,28,38,71,21,23,26,28,33,20,330
S-4677025029,S-0359369081381002,in,3,24,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,5,5,410
S-4372025021,S-0359369085121446,in,3,27,3,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,260
S-4784025026,S-0359369085196869,in,5,29,11,9,11,12,7,5,5,7,7,4,5,7,2,2,4,4,4,4,4,4,4,4,5,380
S-4677025033,S-0359369083954921,in,5,13,7,5,6,6,6,6,5,6,5,6,6,6,6,7,7,6,6,6,7,6,7,6,6,390
S-4677025028,S-0359369084269220,in,5,48,11,10,9,21,22,12,11,5,6,4,6,4,4,4,4,3,4,4,4,4,3,4,4,480
S-4784025026,S-0359369085186035,in,9,186,40,28,16,16,9,5,7,5,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,280
S-4677025033,S-0359369081365930,in,6,11,7,7,7,10,9,11,11,11,9,9,11,10,10,11,31,45,30,10,11,13,13,7,10,2940
S-4521010100,S-0359369084100953,in,4,34,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,5,6,4,4,4,5,4,5,340
S-4687025030,S-0359369085177778,in,6,10,8,6,7,7,11,9,8,9,11,12,17,12,70,84,49,39,25,11,11,8,8,8,7,2950
S-4885025022,S-0359369085101257,in,7,47,11,11,11,11,12,12,12,16,12,14,18,12,21,9,9,11,18,40,95,91,79,40,12,260
S-4682025024,S-0359369085862866,in,2,85,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,2,5,5,5,5,5,5,5,280
S-4677025029,S-0359369081475788,in,4,45,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,370
S-4372025021,S-0359369085164057,in,24,42,17,15,15,13,15,16,18,16,25,27,29,51,18,21,13,15,15,22,18,23,21,30,35,2510
S-4677025028,S-0359369084260765,in,5,55,5,5,5,5,5,5,6,5,4,6,5,5,5,6,6,5,6,6,5,5,7,6,7,340
S-4372025021,S-0359369085178230,in,3,155,7,9,11,4,5,5,5,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,350
S-4677025028,S-0359369084283874,in,6,82,7,11,11,15,7,4,6,7,11,7,6,4,4,4,6,4,2,4,4,4,4,6,4,400
S-4784025026,S-0359369085083265,in,0,27,2,2,2,5,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,420
S-4677025028,S-0359369084275995,in,22,52,17,17,20,16,14,16,15,18,15,17,14,15,27,30,14,16,160,52,37,27,21,19,22,4360
S-4372025021,S-0359369085093306,in,3,34,3,5,5,5,6,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,340
S-4372025021,S-0359369085132252,in,5,20,6,9,8,6,7,9,9,9,8,8,16,13,8,7,5,6,7,6,9,35,64,20,6,270
S-4677025028,S-0359369083965042,in,3,28,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,380
S-4677025033,S-0359369083952016,in,5,3,6,5,5,6,6,6,3,5,3,5,6,5,6,6,5,5,5,6,6,6,5,6,6,450
S-4886025023,S-0359369085117469,in,3,103,16,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,280
S-4793025022,S-0359369084005707,in,3,53,7,7,3,7,3,7,10,16,7,7,7,3,3,7,7,7,7,3,3,7,7,10,3,260
S-4521010100,S-0359369084104039,in,5,26,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,350
S-4677025029,S-0359369081459428,in,5,28,7,7,9,5,5,7,7,7,4,4,4,5,4,5,5,4,4,4,4,5,4,5,5,360
S-4682025024,S-0359369085862627,in,0,84,21,11,11,14,4,0,4,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,270
S-4677025028,S-0359369084263413,in,7,66,10,15,15,12,10,7,10,30,7,12,7,10,7,7,7,7,10,7,7,10,7,7,10,370
